_id,Language,Box_office,Country,Rated,Poster,Awards,Director,Released,Writer,imdbVotes,Runtime,Response,imdbRating,Title,Genre,Actors,Type,Metascore
56fb860e71a0651b0c306f69,English,,"UK, USA",PG,tt0080745.jpg,Nominated for 2 BAFTA Film Awards. Another 2 wins & 9 nominations.,Mike Hodges,05 Dec 1980,"Lorenzo Semple Jr. (screenplay), Michael Allin (adaptation), Alex Raymond (based on the characters created by)","36,464",111 min,True,6.4,Flash Gordon,"Action, Adventure, Sci-Fi","Sam J. Jones, Melody Anderson, Max von Sydow, Topol",movie,63
56fb860e71a0651b0c306f6a,English,,"USA, UK",PG,tt0080678.jpg,Nominated for 8 Oscars. Another 10 wins & 14 nominations.,David Lynch,10 Oct 1980,"Christopher De Vore (screenplay), Eric Bergren (screenplay), David Lynch (screenplay), Frederick Treves (book), Ashley Montagu (in part on the book \","156,572",124 min,True,8.2,The Elephant Man,"Biography, Drama","Anthony Hopkins, John Hurt, Anne Bancroft, John Gielgud",movie,N/A
56fb860e71a0651b0c306f6b,English,,USA,PG,tt0080472.jpg,1 nomination.,Clint Eastwood,11 Jun 1980,Dennis Hackin,"8,022",116 min,True,6.0,Bronco Billy,"Action, Adventure, Comedy","Clint Eastwood, Sondra Locke, Geoffrey Lewis, Scatman Crothers",movie,N/A
56fb860e71a0651b0c306f6c,English,"45,250",USA,R,tt0081398.jpg,Won 2 Oscars. Another 23 wins & 24 nominations.,Martin Scorsese,19 Dec 1980,"Jake LaMotta (based on the book by), Joseph Carter (with), Peter Savage (with), Paul Schrader (screenplay), Mardik Martin (screenplay)","227,469",129 min,True,8.3,Raging Bull,"Biography, Drama, Sport","Robert De Niro, Cathy Moriarty, Joe Pesci, Frank Vincent",movie,92
56fb860e71a0651b0c306f6d,English,"10,200,000",USA,PG,tt0081777.jpg,1 win & 9 nominations.,Robert Greenwald,08 Aug 1980,"Richard Christian Danus, Marc Reid Rubel","9,083",96 min,True,5.0,Xanadu,"Fantasy, Musical, Romance","Olivia Newton-John, Gene Kelly, Michael Beck, James Sloyan",movie,35
56fb860e71a0651b0c306f6e,"English, Swedish, French, German",,USA,R,tt0080365.jpg,N/A,Paul Schrader,01 Feb 1980,Paul Schrader,"15,583",117 min,True,6.2,American Gigolo,"Crime, Drama, Mystery","Richard Gere, Lauren Hutton, Hector Elizondo, Nina van Pallandt",movie,N/A
56fb860e71a0651b0c306f6f,English,,USA,PG,tt0081207.jpg,1 win & 2 nominations.,Tony Bill,26 Sep 1980,Alan Ormsby,"6,892",102 min,True,7.1,My Bodyguard,"Comedy, Drama, Family","Chris Makepeace, Adam Baldwin, Matt Dillon, Paul Quandt",movie,N/A
56fb860e71a0651b0c306f70,English,"21,378,000",USA,R,tt0080749.jpg,1 win & 2 nominations.,John Carpenter,08 Feb 1980,"John Carpenter, Debra Hill","44,771",89 min,True,6.8,The Fog,"Fantasy, Horror","Adrienne Barbeau, Jamie Lee Curtis, Janet Leigh, John Houseman",movie,N/A
56fb860e71a0651b0c306f71,"English, Spanish","25,000,000",USA,R,tt0080360.jpg,Nominated for 2 Oscars. Another 1 win & 5 nominations.,Ken Russell,25 Dec 1980,"Paddy Chayefsky (written for the screen by), Paddy Chayefsky (novel)","23,123",102 min,True,6.9,Altered States,"Horror, Sci-Fi, Thriller","William Hurt, Blair Brown, Bob Balaban, Charles Haid",movie,N/A
56fb860e71a0651b0c306f72,English,,"USA, West Germany",R,tt0080569.jpg,5 nominations.,William Friedkin,15 Feb 1980,"William Friedkin, Gerald Walker (novel)","12,562",102 min,True,6.4,Cruising,"Crime, Mystery, Thriller","Al Pacino, Paul Sorvino, Karen Allen, Richard Cox",movie,N/A
56fb860e71a0651b0c306f73,English,"18,971,000",USA,R,tt0081259.jpg,N/A,Eric Karson,15 Aug 1980,"Paul Aaron (story), Leigh Chapman (screenplay), Leigh Chapman (story)","3,587",103 min,True,5.0,The Octagon,"Action, Drama, Romance","Chuck Norris, Karen Carlson, Lee Van Cleef, Art Hindle",movie,N/A
56fb860e71a0651b0c306f74,English,,USA,PG,tt0080888.jpg,Nominated for 1 Oscar. Another 1 win & 1 nomination.,Jerry Schatzberg,18 Jul 1980,"John Binder, Gustaf Molander (story), Carol Sobieski, Gosta Stevens (story), William D. Wittliff",792,119 min,True,6.2,Honeysuckle Rose,"Music, Romance, Drama","Willie Nelson, Dyan Cannon, Amy Irving, Slim Pickens",movie,N/A
56fb860e71a0651b0c306f75,"English, Spanish",,USA,G,tt0080861.jpg,2 nominations.,Vincent McEveety,25 Jun 1980,"Don Tait, Gordon Buford (characters creator)","3,731",100 min,True,4.8,Herbie Goes Bananas,"Adventure, Comedy, Family","Cloris Leachman, Charles Martin Smith, John Vernon, Stephen W. Burns",movie,N/A
56fb860e71a0651b0c306f76,English,,USA,PG,tt0081439.jpg,N/A,"Don Siegel, Peter R. Hunt",20 Jun 1980,"Larry Gelbart, Derek Lambert (novel)",726,112 min,True,5.6,Rough Cut,"Adventure, Comedy, Crime","Burt Reynolds, Lesley-Anne Down, David Niven, Timothy West",movie,N/A
56fb860e71a0651b0c306f77,"English, Japanese, Russian",,USA,PG,tt0080736.jpg,1 win & 2 nominations.,Don Taylor,01 Aug 1980,"Thomas Hunter (story), Peter Powell (story), David Ambrose (story), David Ambrose (screenplay), Gerry Davis (screenplay), Thomas Hunter (screenplay), Peter Powell (screenplay)","15,638",103 min,True,6.7,The Final Countdown,"Action, Sci-Fi","Kirk Douglas, Martin Sheen, Katharine Ross, James Farentino",movie,N/A
56fb860e71a0651b0c306f78,English,,USA,PG,tt0080907.jpg,1 win.,Buzz Kulik,01 Aug 1980,"Ted Leighton (screenplay), Peter Hyams (screenplay)","3,264",97 min,True,6.4,The Hunter,"Action, Biography, Comedy","Steve McQueen, Eli Wallach, Kathryn Harrold, LeVar Burton",movie,N/A
56fb860e71a0651b0c306f79,English,,USA,PG,tt0080863.jpg,N/A,Martin Davidson,08 Feb 1980,AJ Carothers,"1,029",98 min,True,6.2,Hero at Large,"Comedy, Romance","John Ritter, Anne Archer, Bert Convy, Kevin McCarthy",movie,N/A
56fb860e71a0651b0c306f7a,"English, Swedish",,USA,R,tt0081071.jpg,1 win & 1 nomination.,Walter Hill,16 May 1980,"Bill Bryden, Steven Smith, Stacy Keach, James Keach","7,080",100 min,True,7.1,The Long Riders,Western,"David Carradine, Keith Carradine, Robert Carradine, James Keach",movie,N/A
56fb860e71a0651b0c306f7b,English,,USA,R,tt0080739.jpg,2 nominations.,Buck Henry,25 Dec 1980,Buck Henry,407,97 min,True,4.0,First Family,Comedy,"Gilda Radner, Bob Newhart, Madeline Kahn, Richard Benjamin",movie,N/A
56fb860e71a0651b0c306f7c,English,,Canada,R,tt0081383.jpg,2 nominations.,Paul Lynch,18 Jul 1980,"William Gray (screenplay), Robert Guza Jr. (story)","10,007",92 min,True,5.4,Prom Night,"Horror, Romance","Leslie Nielsen, Jamie Lee Curtis, Casey Stevens, Anne-Marie Martin",movie,N/A
56fb860e71a0651b0c306f7d,English,,USA,PG,tt0081249.jpg,1 nomination.,Clive Donner,09 May 1980,"Mel Brooks (characters), Buck Henry (characters), Arne Sultan, Bill Dana, Leonard Stern","2,528",94 min,True,5.0,The Nude Bomb,"Comedy, Crime, Mystery","Don Adams, Sylvia Kristel, Rhonda Fleming, Dana Elcar",movie,N/A
56fb860e71a0651b0c306f7e,English,,USA,PG,tt0081268.jpg,1 win & 3 nominations.,Gilbert Cates,03 Oct 1980,"Josh Greenfeld (story), Josh Greenfeld (screenplay), Hal Goldman (screenplay), Fred S. Fox (screenplay), Seaman Jacobs (screenplay), Melissa Miller (screenplay), Avery Corman (novel)","1,648",94 min,True,5.1,"Oh, God! Book II","Comedy, Fantasy","George Burns, Suzanne Pleshette, David Birney, Louanne",movie,N/A
56fb860e71a0651b0c306f7f,English,,USA,PG,tt0080556.jpg,Nominated for 2 Oscars. Another 3 nominations.,Joel Oliansky,03 Dec 1980,"Joel Oliansky (screenplay), Joel Oliansky (story), William Sackheim (story)","1,410",123 min,True,6.7,The Competition,"Drama, Romance, Music","Richard Dreyfuss, Amy Irving, Lee Remick, Sam Wanamaker",movie,N/A
56fb860e71a0651b0c306f80,English,,USA,PG,tt0081751.jpg,N/A,Gary Weis,13 Jun 1980,Guy Thomas,"1,427",103 min,True,4.2,Wholly Moses!,"Comedy, Fantasy, History","Dudley Moore, Laraine Newman, James Coco, Paul Sand",movie,N/A
56fb860e71a0651b0c306f81,English,,USA,R,tt0081032.jpg,N/A,Gilbert Cates,08 Feb 1980,John Herman Shaner,430,103 min,True,5.3,The Last Married Couple in America,Comedy,"George Segal, Natalie Wood, Richard Benjamin, Valerie Harper",movie,N/A
56fb860e71a0651b0c306f82,English,,USA,R,tt0081698.jpg,1 nomination.,Robert Zemeckis,11 Jul 1980,"Robert Zemeckis, Bob Gale","10,385",113 min,True,6.8,Used Cars,Comedy,"Kurt Russell, Jack Warden, Gerrit Graham, Frank McRae",movie,N/A
56fb860e71a0651b0c306f83,English,,UK,PG,tt0081163.jpg,2 nominations.,Guy Hamilton,19 Dec 1980,"Jonathan Hales (screenplay), Barry Sandler (screenplay)","4,587",105 min,True,6.2,The Mirror Crack'd,"Crime, Mystery, Thriller","Angela Lansbury, Wendy Morgan, Margaret Courtenay, Charles Gray",movie,N/A
56fb860e71a0651b0c306f84,English,,USA,G,tt0081031.jpg,4 nominations.,Charles Jarrott,25 Jun 1980,"Ernest K. Gann (story), Steven W. Carabatsos (screenplay), Sandy Glass (screenplay), George Arthur Bloom (screenplay)",795,97 min,True,5.8,The Last Flight of Noah's Ark,"Adventure, Family","Elliott Gould, Genevieve Bujold, Ricky Schroder, Vincent Gardenia",movie,N/A
56fb860e71a0651b0c306f85,English,,"USA, UK",PG,tt0080731.jpg,2 wins & 3 nominations.,"Piers Haggard, Richard Quine, Peter Sellers",08 Aug 1980,"Rudy Dochtermann (screenplay), Jim Moloney (screenplay), Sax Rohmer (novel)","1,548",100 min,True,4.9,The Fiendish Plot of Dr. Fu Manchu,Comedy,"Peter Sellers, Helen Mirren, David Tomlinson, Sid Caesar",movie,N/A
56fb860e71a0651b0c306f86,"English, French, Persian",,USA,PG,tt0081554.jpg,1 nomination.,Woody Allen,26 Sep 1980,Woody Allen,"15,830",89 min,True,7.5,Stardust Memories,"Comedy, Drama","Woody Allen, Charlotte Rampling, Jessica Harper, Marie-Christine Barrault",movie,N/A
56fb860e71a0651b0c306f87,English,,USA,R,tt0080881.jpg,N/A,Floyd Mutrux,30 May 1980,"Floyd Mutrux (story), Richard Lederer (story), William Tennant (story), Floyd Mutrux (screenplay)","3,395",91 min,True,6.3,The Hollywood Knights,Comedy,"Julius Averitt, Steve Ballard, Phil Berle, Mike Binder",movie,N/A
56fb860e71a0651b0c306f88,English,,USA,R,tt0081485.jpg,N/A,Bill Persky,28 Mar 1980,"Cyra McFadden (novel), Rich Eustis (screenplay), Michael Elias (screenplay)",698,86 min,True,6.8,Serial,Comedy,"Martin Mull, Tuesday Weld, Jennifer McAllister, Sam Chew Jr.",movie,N/A
56fb860e71a0651b0c306f89,English,,USA,PG,tt0081534.jpg,Nominated for 1 Oscar. Another 6 wins & 3 nominations.,Jeannot Szwarc,03 Oct 1980,"Richard Matheson (screenplay), Richard Matheson (novel)","20,479",103 min,True,7.3,Somewhere in Time,"Drama, Fantasy, Romance","Christopher Reeve, Jane Seymour, Christopher Plummer, Teresa Wright",movie,29
56fb860e71a0651b0c306f8a,English,,Canada,PG,tt0081656.jpg,Nominated for 1 Oscar. Another 2 wins & 13 nominations.,Bob Clark,19 Dec 1980,"Bernard Slade (play), Bernard Slade (screenplay)",477,121 min,True,6.3,Tribute,"Comedy, Drama","Jack Lemmon, Robby Benson, Lee Remick, Colleen Dewhurst",movie,N/A
56fb860e71a0651b0c306f8b,English,,UK,R,tt0079285.jpg,5 nominations.,"Stanley Donen, John Barry",15 Feb 1980,"Martin Amis (screenplay), John Barry (story)","5,967",96 min,True,5.0,Saturn 3,"Adventure, Sci-Fi, Thriller","Farrah Fawcett, Kirk Douglas, Harvey Keitel",movie,N/A
56fb860e71a0651b0c306f8c,"English, Spanish, German",,"West Germany, USA",R,tt0080754.jpg,Nominated for 1 Oscar. Another 6 nominations.,John G. Avildsen,19 Dec 1980,"Steve Shagan (novel), Steve Shagan (screenplay)","1,832",117 min,True,5.6,The Formula,"Crime, Thriller","George C. Scott, Marlon Brando, Marthe Keller, John Gielgud",movie,N/A
56fb860e71a0651b0c306f8d,English,,UK,R,tt0080402.jpg,1 nomination.,Mike Newell,31 Oct 1980,"Chris Bryant, Clive Exton, Allan Scott, Bram Stoker (novel)","1,379",101 min,True,4.9,The Awakening,Horror,"Charlton Heston, Susannah York, Jill Townsend, Stephanie Zimbalist",movie,N/A
56fb860e71a0651b0c306f8e,English,,USA,PG,tt0080724.jpg,1 win & 2 nominations.,Anne Bancroft,01 Feb 1980,Anne Bancroft,"1,376",93 min,True,6.2,Fatso,"Comedy, Drama, Romance","Dom DeLuise, Anne Bancroft, Ron Carey, Candice Azzara",movie,N/A
56fb860e71a0651b0c306f8f,English,,USA,R,tt0080756.jpg,2 nominations.,Adrian Lyne,29 Feb 1980,Gerald Ayres,"2,989",106 min,True,6.1,Foxes,Drama,"Jodie Foster, Cherie Currie, Marilyn Kagan, Kandice Stroh",movie,N/A
56fb860e71a0651b0c306f90,"English, French, Italian, German",,USA,R,tt0080437.jpg,2 wins & 1 nomination.,Samuel Fuller,18 Jul 1980,Samuel Fuller,"15,076",113 min,True,7.2,The Big Red One,"Drama, War","Lee Marvin, Mark Hamill, Robert Carradine, Bobby Di Cicco",movie,77
56fb860e71a0651b0c306f91,English,,USA,R,tt0081568.jpg,Nominated for 3 Oscars. Another 4 wins & 8 nominations.,Richard Rush,27 Jun 1980,"Lawrence B. Marcus (screenplay), Richard Rush (adaptation), Paul Brodeur (novel)","6,739",131 min,True,7.3,The Stunt Man,"Action, Comedy, Drama","Peter O'Toole, Steve Railsback, Barbara Hershey, Allen Garfield",movie,N/A
56fb860e71a0651b0c306f92,English,,USA,R,tt0081748.jpg,N/A,Art Linson,25 Apr 1980,"Hunter S. Thompson (stories), John Kaye (screenplay)","9,223",96 min,True,6.7,Where the Buffalo Roam,"Biography, Comedy","Peter Boyle, Bill Murray, Bruno Kirby, Rene Auberjonois",movie,N/A
56fb860e71a0651b0c306f93,English,,USA,R,tt0080808.jpg,N/A,Chuck Barris,23 May 1980,"Chuck Barris, Robert Downey Sr.",603,89 min,True,3.9,The Gong Show Movie,Comedy,"Robin Altman, Chuck Barris, Brian O'Mullin, Jack Bernardi",movie,N/A
56fb860e71a0651b0c306f94,English,,USA,R,tt0081184.jpg,1 nomination.,Kevin Connor,24 Oct 1980,"Robert Jaffe, Steven-Charles Jaffe","6,500",101 min,True,6.0,Motel Hell,"Comedy, Horror, Thriller","Rory Calhoun, Paul Linke, Nancy Parsons, Nina Axelrod",movie,N/A
56fb860e71a0651b0c306f95,English,,USA,PG,tt0081063.jpg,1 nomination.,Walter Bernstein,21 Mar 1980,"Damon Runyon (story), Walter Bernstein",979,103 min,True,6.3,Little Miss Marker,"Comedy, Drama, Romance","Walter Matthau, Julie Andrews, Tony Curtis, Bob Newhart",movie,N/A
56fb860e71a0651b0c306f96,English,,USA,PG,tt0081269.jpg,N/A,Joe Camp,11 Jul 1980,Rod Browning,"1,820",103 min,True,5.4,Oh Heavenly Dog,"Comedy, Crime, Fantasy","Chevy Chase, Benjean, Jane Seymour, Omar Sharif",movie,N/A
56fb860e71a0651b0c306f97,English,,USA,R,tt0080634.jpg,N/A,Michael Ritchie,26 Sep 1980,"Jerry Blatt, Bette Midler, Bruce Vilanch",598,95 min,True,7.0,Divine Madness,"Documentary, Comedy, Music","Bette Midler, Jocelyn Brown, Ula Hedwig, Diva Gray",movie,N/A
56fb860e71a0651b0c306f98,English,,USA,R,tt0080850.jpg,N/A,Armand Mastroianni,29 Aug 1980,Scott Parker,"2,065",94 min,True,4.9,He Knows You're Alone,"Horror, Thriller","Don Scardino, Caitlin O'Heaney, Elizabeth Kemp, Tom Rolfing",movie,N/A
56fb860e71a0651b0c306f99,English,,USA,PG,tt0080550.jpg,2 nominations.,Joseph Sargent,03 Oct 1980,Stanley Weiser,295,95 min,True,5.3,Coast to Coast,"Comedy, Drama, Romance","Dyan Cannon, Robert Blake, Quinn K. Redeker, Michael Lerner",movie,N/A
56fb860e71a0651b0c306f9a,English,,USA,R,tt0081758.jpg,N/A,Paul Mazursky,15 Aug 1980,Paul Mazursky,320,115 min,True,5.9,Willie & Phil,"Comedy, Drama, Romance","Michael Ontkean, Margot Kidder, Ray Sharkey, Jan Miner",movie,N/A
56fb860e71a0651b0c306f9b,English,,USA,R,tt0081150.jpg,Won 2 Oscars. Another 15 wins & 9 nominations.,Jonathan Demme,19 Sep 1980,Bo Goldman,"3,387",95 min,True,6.9,Melvin and Howard,"Comedy, Drama","Jason Robards, Paul Le Mat, Elizabeth Cheshire, Mary Steenburgen",movie,N/A
56fb860e71a0651b0c306f9c,English,,USA,PG,tt0081433.jpg,1 win & 1 nomination.,Alan Rudolph,13 Jun 1980,"Big Boy Medlin (story), Michael Ventura (story), Zalman King (story), Alan Rudolph (story), Big Boy Medlin (screenplay), Michael Ventura (screenplay)",849,106 min,True,5.1,Roadie,"Comedy, Musical","Meat Loaf, Kaki Hunter, Art Carney, Gailard Sartain",movie,N/A
56fb860e71a0651b0c306f9d,English,,USA,PG,tt0080798.jpg,Nominated for 1 Oscar. Another 4 wins & 2 nominations.,John Cassavetes,01 Oct 1980,John Cassavetes,"5,834",123 min,True,7.1,Gloria,"Crime, Drama, Thriller","Julie Carmen, Tony Knesich, Gregory Cleghorne, Buck Henry",movie,N/A
56fb860e71a0651b0c306f9e,Japanese,,"Japan, USA",PG,tt0080979.jpg,Nominated for 2 Oscars. Another 20 wins & 3 nominations.,Akira Kurosawa,10 Oct 1980,"Masato Ide, Akira Kurosawa","22,867",162 min,True,8.0,Kagemusha,"Drama, History, War","Tatsuya Nakadai, Tsutomu Yamazaki, Ken'ichi Hagiwara, Jinpachi Nezu",movie,N/A
56fb860e71a0651b0c306f9f,English,,USA,PG,tt0081414.jpg,Nominated for 2 Oscars. Another 3 wins & 6 nominations.,Daniel Petrie,26 Sep 1980,Lewis John Carlino,"2,119",103 min,True,7.4,Resurrection,"Drama, Fantasy","Ellen Burstyn, Sam Shepard, Richard Farnsworth, Roberts Blossom",movie,N/A
56fb860e71a0651b0c306fa0,English,,USA,PG,tt0080868.jpg,N/A,James Caan,21 Mar 1980,"Leslie Waller (book), Spencer Eastman (screenplay)",460,92 min,True,6.3,Hide in Plain Sight,Drama,"James Caan, Jill Eikenberry, Robert Viharo, Joe Grifasi",movie,N/A
56fb860e71a0651b0c306fa1,English,"1,700,000","Canada, USA",PG,tt0081747.jpg,N/A,James Goldstone,28 Mar 1980,Gordon Thomas (based on the novel \,"1,902",121 min,True,4.3,When Time Ran Out...,"Action, Adventure, Drama","Paul Newman, Jacqueline Bisset, William Holden, Edward Albert",movie,N/A
56fb860e71a0651b0c306fa2,"English, Russian, French, Polish, German","1,500,000",USA,R,tt0080855.jpg,Nominated for 1 Oscar. Another 2 wins & 8 nominations.,Michael Cimino,19 Nov 1980,Michael Cimino,"9,324",325 min,True,6.7,Heaven's Gate,"Adventure, Drama, Western","Kris Kristofferson, Christopher Walken, John Hurt, Sam Waterston",movie,N/A
56fb860e71a0651b0c306fa3,English,,USA,PG,tt0081159.jpg,N/A,"Michael Nankin, David Wechter",08 Feb 1980,"David Wechter, Michael Nankin","2,458",112 min,True,6.5,Midnight Madness,"Family, Comedy","David Naughton, Debra Clinger, David Damas, Michael J. Fox",movie,N/A
56fb860e71a0651b0c306fa4,English,,USA,PG,tt0081080.jpg,N/A,Jack Smight,24 Oct 1980,Martin Donovan (screenplay),240,97 min,True,5.2,Loving Couples,Comedy,"Shirley MacLaine, James Coburn, Susan Sarandon, Stephen Collins",movie,N/A
56fb860e71a0651b0c306fa5,English,,USA,PG,tt0080913.jpg,Won 1 Golden Globe. Another 2 nominations.,Taylor Hackford,14 Nov 1980,Edward Di Lorenzo,922,117 min,True,6.9,The Idolmaker,"Biography, Drama, Music","Ray Sharkey, Tovah Feldshuh, Peter Gallagher, Paul Land",movie,N/A
56fb860e71a0651b0c306fa6,English,,USA,PG,tt0080442.jpg,1 win.,Harold Becker,07 Mar 1980,"Joseph Wambaugh (novel), Joseph Wambaugh (screenplay)",393,113 min,True,6.3,The Black Marble,"Crime, Romance, Comedy","Robert Foxworth, Paula Prentiss, Harry Dean Stanton, Barbara Babcock",movie,N/A
